time,ir,red,bpm,hrv,spo2,fingerDetected,hrvReady,beatQuality
124509,180429,150222,137.9,21.6,95.9,1,1,51.8
124539,180405,150177,137.2,24.4,96.2,1,1,85.2
124559,180426,150165,134.6,15.7,96.4,1,1,80.5
124589,180438,150178,141.6,15.1,96.2,1,1,76.9
124608,180371,150215,140.0,8.0,96.6,1,1,58.2
124638,180545,150201,133.1,27.4,93.5,1,1,72.2
124658,180401,150232,141.0,30.6,95.3,1,1,60.7
124688,180579,150257,148.1,20.3,96.6,1,1,75.3
124708,180624,150287,136.3,14.3,97.6,1,1,65.1
124738,180662,150355,127.7,29.0,95.6,1,1,72.0
124758,180680,150377,140.2,36.3,96.9,1,1,62.7
124788,180788,150401,132.8,23.1,93.7,1,1,79.2
124808,180778,150414,141.2,33.8,96.7,1,1,69.8
124838,180817,150437,144.9,17.1,96.7,1,1,73.6
124858,180848,150473,139.6,12.7,95.7,1,1,77.8
124888,180876,150544,140.0,28.6,96.0,1,1,65.8
124908,180902,150441,138.3,15.0,96.6,1,1,73.0
124938,180953,150486,146.4,23.0,96.6,1,1,59.3
124958,180932,150578,138.4,32.3,96.8,1,1,73.5
124987,181035,150583,146.0,22.6,97.5,1,1,70.8
125007,181050,150547,142.9,15.0,96.7,1,1,71.7
125037,181029,150583,120.0,24.4,96.5,1,1,70.3
125057,181012,150560,142.2,40.0,95.0,1,1,59.9
125087,180991,150569,142.7,22.2,96.4,1,1,95.0
125107,181035,150546,135.0,8.8,94.7,1,1,58.8
125137,181121,150573,149.5,19.1,93.8,1,1,73.2
125157,181103,150619,123.7,15.0,96.4,1,1,73.0
125187,181003,150605,130.5,12.5,96.4,1,1,68.9
125207,180996,150506,120.3,27.7,98.1,1,1,83.6
125237,180960,150480,141.6,32.7,93.2,1,1,62.3
125257,181084,150670,155.3,35.7,94.3,1,1,95.0
125287,180989,150499,136.6,21.2,95.6,1,1,64.1
125307,180937,150494,149.2,23.8,93.2,1,1,84.0
125337,180889,150498,132.2,26.4,97.9,1,1,73.0
125357,180739,150491,133.6,31.1,94.9,1,1,72.0
125386,180728,150372,150.9,19.6,94.9,1,1,77.5
125406,180773,150384,159.8,8.6,97.2,1,1,89.0
125436,180669,150378,147.4,14.5,96.1,1,1,65.5
125456,180606,150416,139.9,27.3,96.6,1,1,83.7
125486,180713,150404,140.3,7.1,95.6,1,1,50.4
125506,180650,150411,148.3,11.9,95.2,1,1,69.7
125536,180627,150351,130.7,27.7,97.2,1,1,49.2
125556,180663,150327,150.4,23.9,96.7,1,1,59.8
125586,180661,150403,133.1,29.2,99.0,1,1,54.5
125606,180650,150284,146.0,26.4,95.8,1,1,73.7
125636,180652,150338,144.0,27.0,96.5,1,1,74.1
125656,180660,150397,133.4,20.5,96.7,1,1,70.4
125686,180629,150294,145.2,19.3,94.6,1,1,68.0
125706,180687,150340,135.0,21.9,96.0,1,1,61.0
125736,180723,150324,130.5,28.2,94.9,1,1,74.8
125755,180632,150335,125.3,17.2,96.7,1,1,58.4
125785,180734,150347,138.3,20.5,97.1,1,1,59.1
125805,180717,150355,152.6,17.8,96.1,1,1,72.4
125835,180601,150298,133.6,23.3,94.9,1,1,55.5
125855,180676,150389,120.0,20.6,96.2,1,1,62.0
125885,180619,150301,129.2,25.7,94.9,1,1,58.5
125905,180649,150263,137.5,19.3,96.8,1,1,66.4
125935,180685,150333,143.9,21.6,96.8,1,1,68.2
125955,180637,150362,140.8,5.3,98.5,1,1,67.3
125985,180633,150283,133.2,10.5,96.4,1,1,58.9
126005,180676,150290,137.3,27.4,96.3,1,1,84.7
126035,180755,150445,133.4,23.5,95.2,1,1,62.2
126055,180771,150416,126.4,23.5,97.0,1,1,61.2
126085,180690,150290,129.6,10.7,95.3,1,1,86.0
126105,180712,150285,129.6,24.9,96.9,1,1,76.9
126135,180602,150298,123.9,32.5,97.1,1,1,67.5
126154,180641,150362,147.1,24.2,98.0,1,1,75.8
126184,180686,150343,132.2,21.4,95.2,1,1,66.3
126204,180541,150217,141.7,10.9,97.1,1,1,59.8
126234,180380,150194,129.2,28.0,96.5,1,1,64.7
126254,180391,150192,126.9,19.6,99.0,1,1,60.3
126284,180370,150176,120.0,12.9,96.9,1,1,62.6
126304,180396,150169,126.6,20.7,97.2,1,1,61.8
126334,180338,150137,132.1,26.7,96.1,1,1,66.6
126354,180371,150157,139.6,14.3,96.1,1,1,71.5
126384,180363,150079,146.7,17.6,97.1,1,1,75.7
126404,180321,150114,131.8,30.4,96.7,1,1,58.1
126434,180248,150092,136.6,19.1,96.8,1,1,66.1
126454,180277,150026,120.0,13.1,93.9,1,1,84.4
126484,180332,150092,123.6,24.6,95.0,1,1,72.6
126504,180332,150155,151.7,15.3,93.5,1,1,76.6
126533,180256,150109,130.5,23.0,97.4,1,1,73.7
126553,180350,150091,124.8,20.4,98.8,1,1,86.7
126583,180338,150082,126.8,21.6,99.0,1,1,71.9
126603,180286,150059,131.7,10.4,95.9,1,1,74.2
126633,180305,150130,120.0,18.1,95.1,1,1,64.1
126653,180362,150138,120.7,12.0,96.4,1,1,76.0
126683,180347,150151,140.4,26.8,95.2,1,1,63.5
126703,180342,150075,147.2,23.5,97.9,1,1,82.7
126733,180329,150156,145.2,19.7,95.6,1,1,70.9
126753,180344,150126,147.7,20.2,92.9,1,1,82.5
126783,180371,150039,144.9,16.5,98.5,1,1,63.4
126803,180400,150108,132.0,21.6,97.1,1,1,95.0
126833,180351,150071,129.8,20.0,96.0,1,1,72.9
126853,180376,150071,120.0,13.2,94.3,1,1,52.0
126883,180502,150070,134.6,15.2,94.8,1,1,73.3
126903,180406,150079,135.3,33.1,95.3,1,1,72.9
126932,180345,150112,133.7,9.0,96.7,1,1,59.6
126952,180501,150098,131.7,23.0,93.7,1,1,86.6
126982,180481,150137,120.0,24.6,98.2,1,1,70.4
127002,180481,150165,138.4,12.8,93.8,1,1,62.6
127032,180455,150169,136.7,12.8,94.8,1,1,72.0
127052,180460,150155,154.3,12.8,97.3,1,1,60.5
127082,180464,150168,134.8,24.0,97.7,1,1,71.3
127102,180468,150185,131.2,16.8,94.6,1,1,74.6
127132,180452,150158,124.0,12.6,97.6,1,1,62.0
127152,180402,150121,151.3,24.2,98.4,1,1,71.7
127182,180408,150135,130.1,20.2,95.0,1,1,66.5
127202,180306,150185,120.0,18.5,98.4,1,1,76.5
127232,180345,150096,127.1,18.6,94.9,1,1,77.0
127252,180286,150016,124.9,20.8,95.4,1,1,69.6
127282,180380,150131,129.6,5.0,94.5,1,1,65.6
127302,180394,150189,121.2,28.2,93.4,1,1,68.2
127331,180502,150219,137.7,13.2,95.6,1,1,57.7
127351,180560,150156,121.7,28.6,95.7,1,1,55.0
127381,180456,150269,132.9,16.7,94.4,1,1,64.2
127401,180580,150248,134.4,11.6,95.4,1,1,67.3
127431,180640,150303,153.3,26.9,96.0,1,1,67.8
127451,180645,150338,143.1,19.9,95.9,1,1,93.4
127481,180701,150318,127.8,25.4,97.2,1,1,73.3
127501,180665,150403,148.0,20.0,94.9,1,1,89.0
127531,180676,150286,120.2,12.6,95.1,1,1,73.5
127551,180692,150258,128.5,11.6,94.5,1,1,79.9
127581,180707,150381,150.8,29.5,96.3,1,1,62.4
127601,180787,150371,130.3,21.8,97.5,1,1,49.1
127631,180722,150325,138.1,12.8,98.4,1,1,62.1
127651,180696,150344,121.6,14.0,96.9,1,1,67.4
127681,180625,150303,135.0,27.0,96.8,1,1,55.1
127700,180652,150320,147.1,21.6,95.6,1,1,53.7
127730,180924,150428,144.7,25.9,92.9,1,1,73.9
127750,180927,150456,142.8,16.9,96.7,1,1,94.5
127780,180843,150461,135.9,28.0,95.5,1,1,60.0
127800,180758,150382,136.9,20.4,97.8,1,1,61.2
127830,180773,150364,137.8,33.5,93.4,1,1,73.8
127850,180887,150415,127.8,12.4,96.7,1,1,82.2
127880,180968,150550,139.6,22.5,96.1,1,1,64.9
127900,180914,150523,136.5,25.2,95.8,1,1,75.0
127930,180797,150383,129.9,20.6,95.1,1,1,77.7
127950,180846,150411,131.0,20.8,95.1,1,1,92.4
127980,180958,150369,163.1,30.1,95.5,1,1,72.7
128000,180847,150451,132.1,12.9,96.0,1,1,75.1
128030,180740,150375,146.3,27.8,93.7,1,1,68.0
128050,180617,150345,124.5,24.7,95.8,1,1,80.8
128079,180539,150302,132.5,22.3,96.4,1,1,57.0
128099,180525,150239,131.5,10.9,96.5,1,1,53.0
128129,180524,150164,128.8,24.7,98.5,1,1,80.1
128149,180445,150249,126.6,16.7,95.6,1,1,75.7
128179,180564,150225,140.1,21.8,96.0,1,1,64.7
128199,180533,150261,140.7,13.9,92.7,1,1,49.1
128229,180490,150221,150.6,27.8,93.3,1,1,56.5
128249,180465,150172,132.0,24.2,96.0,1,1,80.7
128279,180509,150336,137.7,19.8,95.8,1,1,78.4
128299,180598,150277,137.2,18.9,96.8,1,1,78.3
128329,180649,150244,121.3,11.5,95.1,1,1,82.6
128349,180695,150310,138.2,10.9,97.2,1,1,71.1
128379,180643,150383,131.7,14.1,97.9,1,1,69.9
128399,180633,150345,148.3,16.3,95.3,1,1,71.8
128429,180646,150291,132.7,25.8,94.0,1,1,75.0
128449,180675,150312,126.3,17.6,96.5,1,1,70.3
128478,180531,150368,149.8,21.2,93.3,1,1,76.0
128498,180643,150279,130.4,25.3,96.2,1,1,58.3
128528,180749,150285,132.1,20.4,95.4,1,1,60.2
128548,180687,150329,124.7,10.7,96.0,1,1,50.9
128578,180679,150284,137.4,29.6,97.5,1,1,62.5
128598,180613,150234,129.1,10.1,96.4,1,1,65.2
128628,180609,150223,123.8,25.6,97.3,1,1,79.4
128648,180631,150275,129.1,24.7,97.5,1,1,76.2
128678,180596,150242,120.0,19.6,95.5,1,1,89.2
128698,180612,150194,129.0,20.0,94.6,1,1,72.0
128728,180595,150134,141.3,30.9,93.5,1,1,77.0
128748,180589,150315,143.4,25.6,95.3,1,1,76.5
128778,180642,150244,128.4,14.7,94.2,1,1,71.7
128798,180638,150176,120.0,21.8,97.0,1,1,83.1
128828,180602,150282,144.1,22.4,96.8,1,1,79.4
128848,180650,150266,142.3,20.6,96.1,1,1,85.1
128877,180680,150299,147.7,9.7,96.4,1,1,65.1
128897,180734,150328,128.9,27.4,95.5,1,1,75.3
128927,180536,150251,136.3,9.2,98.3,1,1,81.1
128947,180449,150213,134.1,22.4,96.4,1,1,77.8
128977,180485,150219,133.0,26.0,97.1,1,1,68.3
128997,180422,150196,129.8,31.9,93.3,1,1,69.9
129027,180438,150168,142.0,28.4,97.2,1,1,69.3
129048,180495,150127,120.0,13.4,98.1,1,1,53.0
129077,180502,150168,152.3,24.3,97.0,1,1,68.6
129097,180511,150196,139.9,24.3,96.2,1,1,71.0
129127,180444,150219,146.4,23.3,95.4,1,1,66.5
129147,180547,150147,150.7,15.5,97.9,1,1,54.8
129177,180485,150243,153.2,22.9,96.8,1,1,69.8
129197,180556,150213,135.0,12.3,96.8,1,1,74.6
129227,180510,150273,145.8,22.3,95.7,1,1,55.4
129246,180563,150263,142.5,18.0,95.7,1,1,59.6
129276,180656,150252,137.1,17.8,96.9,1,1,77.4
129296,180652,150259,129.7,20.9,96.5,1,1,80.1
129326,180617,150280,139.6,16.5,93.5,1,1,71.4
129346,180679,150326,149.7,15.1,93.4,1,1,82.8
129376,180706,150281,140.5,20.8,97.0,1,1,89.5
129396,180740,150338,133.5,17.3,94.6,1,1,65.0
129426,180783,150340,149.3,31.7,94.6,1,1,61.4
129446,180776,150384,134.5,21.5,95.8,1,1,50.3
129476,180766,150341,139.5,29.0,96.5,1,1,63.2
129496,180816,150378,138.9,25.7,93.5,1,1,75.7
129526,180806,150463,124.4,15.1,95.4,1,1,70.1
129546,180906,150428,151.1,25.8,95.0,1,1,73.1
129576,180796,150383,157.7,28.2,99.0,1,1,55.4
129596,180876,150432,145.0,22.5,97.4,1,1,78.1
129626,180904,150415,124.9,27.0,93.5,1,1,77.1
129645,180854,150420,132.9,22.0,96.4,1,1,61.7
129675,180897,150408,143.0,15.5,97.4,1,1,64.9
129695,180770,150386,128.7,13.8,95.3,1,1,87.1
129725,180881,150375,146.2,20.5,95.1,1,1,80.1
129745,180892,150444,140.2,17.9,98.1,1,1,53.4
129775,180834,150414,135.4,22.3,97.3,1,1,65.6
129795,180682,150339,120.0,23.5,94.3,1,1,72.9
129825,180681,150370,136.0,30.3,97.3,1,1,65.8
129845,180574,150312,127.4,30.7,96.9,1,1,87.7
129875,180597,150219,136.1,17.7,97.5,1,1,62.4
129895,180638,150253,121.1,23.9,93.3,1,1,62.5
129925,180706,150327,147.2,23.8,99.0,1,1,71.4
129945,180757,150282,144.7,17.6,96.8,1,1,59.7
129975,180716,150427,135.0,18.9,94.6,1,1,60.4
129995,180633,150303,142.1,19.6,96.8,1,1,70.7
130024,180655,150302,120.5,25.6,96.8,1,1,65.7
130044,180738,150276,147.3,8.1,97.3,1,1,86.5
130074,180599,150319,129.2,30.0,95.4,1,1,70.4
130094,180583,150299,144.3,21.9,96.3,1,1,86.6
130124,180629,150247,139.9,19.8,98.3,1,1,60.8
130144,180604,150236,124.1,23.5,95.3,1,1,66.6
130174,180589,150285,140.8,18.4,97.6,1,1,85.0
130194,180628,150287,144.6,19.5,95.6,1,1,69.7
130224,180656,150223,153.0,24.7,97.0,1,1,70.6
130244,180609,150221,134.1,16.5,95.3,1,1,62.9
130274,180639,150320,123.7,15.5,96.9,1,1,68.5
130295,180594,150259,125.9,21.3,93.9,1,1,71.3
130324,180670,150196,130.8,21.8,99.0,1,1,74.4
130344,180674,150259,144.3,18.1,94.7,1,1,50.5
130374,180679,150319,121.1,20.5,95.9,1,1,70.8
130393,180565,150276,127.8,22.5,96.4,1,1,77.1
130423,180760,150309,138.8,16.8,94.7,1,1,77.6
130443,180739,150273,137.4,18.2,96.8,1,1,59.3
130473,180608,150242,124.6,30.7,95.7,1,1,92.3
130493,180610,150306,138.8,24.3,97.4,1,1,80.4
130523,180661,150195,164.7,26.9,98.1,1,1,78.9
130543,180622,150299,155.2,5.7,97.9,1,1,73.5
130573,180688,150351,149.4,21.1,98.0,1,1,63.0
130593,180611,150227,137.3,14.0,97.0,1,1,69.6
130623,180491,150138,120.0,24.9,94.4,1,1,88.8
130643,180462,150194,137.8,18.6,96.0,1,1,54.9
130673,180385,150138,132.9,26.4,94.0,1,1,81.6
130693,180317,150173,130.4,28.6,93.7,1,1,54.3
130723,180367,150070,132.7,24.8,96.0,1,1,54.9
130743,180304,150055,128.5,16.3,95.9,1,1,77.1
130772,180206,150078,126.9,18.5,96.4,1,1,81.1
130792,180302,150048,131.2,25.2,93.2,1,1,80.8
130822,180261,150040,131.3,17.5,94.5,1,1,73.1
130842,180181,150035,140.7,16.5,95.8,1,1,74.8
130872,180344,150051,132.1,14.1,94.9,1,1,75.0
130892,180277,150141,133.5,15.8,96.9,1,1,80.5
130922,180327,150084,131.4,24.2,93.8,1,1,61.3
130942,180280,150099,124.2,17.2,95.5,1,1,78.0
