time,ir,red,bpm,hrv,spo2,fingerDetected,hrvReady,beatQuality
1350,71874,34786,71,56,97,1,1,26.461182318643743
1360,79230,38077,67,54,97,1,1,21.75456573100919
1370,67808,32909,74,49,97,1,1,17.270256356574766
1380,66541,32219,73,53,97,1,1,19.20193554594653
1390,66658,32407,74,35,97,1,1,18.725746672707487
1400,66048,31844,75,49,97,1,1,24.92827778258571
1410,67939,32047,72,46,97,1,1,25.22640174346344
1420,69273,32969,69,49,97,1,1,23.36016558478324
1430,68282,33014,70,44,97,1,1,21.346672337950967
1440,66257,32425,72,34,97,1,1,21.07772370879896
1450,65642,31049,70,41,97,1,1,23.014404172060217
1460,66191,31487,71,44,97,1,1,24.28369377776425
1470,67347,32291,71,51,97,1,1,21.256958035184578
1480,70270,34086,74,33,97,1,1,22.679218177059628
1490,67076,31898,70,49,97,1,1,21.448114326276446
1500,66877,32244,68,53,97,1,1,23.067270666284532
1510,65810,31219,68,37,97,1,1,22.808351347863542
1520,69317,33098,71,55,97,1,1,20.185906371118264
1530,68644,33085,70,51,97,1,1,20.44350194479998
1540,71621,34429,72,34,97,1,1,25.131410886569444
1550,76344,36295,73,49,97,1,1,27.21310004705271
1560,68287,33000,69,41,97,1,1,18.954284400540487
1570,70013,33063,70,34,97,1,1,15.162562419393943
1580,77465,36999,72,44,97,1,1,22.156812935061005
1590,71704,34486,69,53,97,1,1,20.76098848691034
1600,80621,38965,72,31,97,1,1,19.78622903324255
1610,73282,35444,69,38,97,1,1,18.431651568189
1620,81750,39268,72,44,97,1,1,24.02885795589282
1630,70749,34135,67,48,97,1,1,24.371064477047064
1640,90989,43479,74,43,97,1,1,22.78343566830023
1650,84927,41070,71,38,97,1,1,21.702348043133693
1660,85052,40745,71,55,97,1,1,25.364946924004826
1670,83139,40016,70,51,97,1,1,21.772693234854216
1680,94301,45389,73,42,97,1,1,21.186028976050046
1690,86102,41121,70,54,97,1,1,21.35541091858142
1700,91440,43749,71,38,97,1,1,21.412887283047414
1710,93337,45157,71,29,97,1,1,20.319707910947297
1720,99173,47180,72,55,97,1,1,17.983434172713167
1730,91782,43922,70,42,97,1,1,17.84500227947936
1740,95822,46285,71,46,97,1,1,24.82411353145522
1750,103368,49383,74,47,97,1,1,23.773134218735645
1760,96710,46627,70,42,97,1,1,21.424082321190657
1770,91391,44293,68,50,97,1,1,22.0346793899651
1780,102353,49367,72,50,97,1,1,19.096144945272194
1790,104995,50581,75,48,97,1,1,21.921374815552284
1800,106073,51573,74,42,97,1,1,16.78158873000645
1810,104727,50641,74,37,97,1,1,23.6398410958516
1820,104494,50504,72,57,97,1,1,17.791580999570968
1830,103785,49574,71,58,97,1,1,13.930505647124823
1840,103795,49877,72,47,97,1,1,24.315868067753943
1850,104133,50413,70,53,97,1,1,17.931062713605876
1860,105130,51020,71,55,97,1,1,15.686246024006815
1870,104812,50488,71,43,97,1,1,19.835294456469583
1880,103104,49651,68,55,97,1,1,21.056446955143006
1890,103209,49655,69,50,97,1,1,20.870430447949083
1900,104318,50334,72,52,97,1,1,23.6082690774449
1910,104405,50345,70,37,97,1,1,18.88800804209741
1920,90800,43314,75,50,97,1,1,27.765056669390564
1930,103739,49947,71,42,97,1,1,20.08728014431512
1940,94515,44998,74,45,97,1,1,15.901726629770977
1950,93884,44722,73,47,97,1,1,29.84887820309322
1960,101753,49157,71,61,97,1,1,24.109829867178288
1970,105311,50370,67,52,97,1,1,17.076578939243
1980,101697,49134,70,46,97,1,1,23.070558316485155
1990,89775,43596,73,49,97,1,1,21.673301254813392
2000,104471,50161,67,46,97,1,1,18.8366493774536
2010,83136,40071,74,45,97,1,1,23.694202589309135
2020,82789,39291,74,37,97,1,1,21.01342026666879
2030,83473,40381,73,41,97,1,1,22.94998777805234
2040,93931,45428,70,31,97,1,1,26.142141184646484
2050,86537,42139,72,63,97,1,1,26.226134606073906
2060,90298,43153,70,55,97,1,1,21.943662323289736
2070,80962,38808,72,50,97,1,1,21.598627950383918
2080,64510,30960,78,32,97,1,1,14.608963334646896
2090,87955,41781,70,46,97,1,1,25.05440310600676
2100,66557,31933,76,29,97,1,1,20.003629443499577
2110,82031,39231,71,33,97,1,1,25.495870944968264
2120,65986,31613,76,33,97,1,1,21.102596961106347
2130,83965,40252,70,41,97,1,1,24.169525014472896
2140,92072,43999,68,47,97,1,1,26.95260891115349
2150,69327,32803,73,42,97,1,1,23.263096855072934
2160,93810,44610,66,44,97,1,1,22.72062448725477
2170,66097,32253,74,42,97,1,1,22.42578695559432
2180,71680,35151,71,46,97,1,1,16.21412186525083
2190,72103,34498,71,58,97,1,1,21.565135699480944
2200,65538,31657,73,44,97,1,1,22.67516071987444
2210,67077,32689,72,53,97,1,1,22.50192305402945
2220,69656,33123,71,58,97,1,1,19.236511265881234
2230,65154,30921,73,42,97,1,1,25.36281380648481
2240,70671,34138,70,29,97,1,1,17.061080532812834
2250,65600,31729,73,61,97,1,1,20.94184430520612
2260,72736,35147,76,39,97,1,1,16.03207422888758
2270,64923,31370,72,42,97,1,1,19.92819002953196
2280,64206,30784,72,43,97,1,1,21.08262543930011
2290,67277,31862,73,47,97,1,1,23.808437954449985
2300,67303,32358,73,46,97,1,1,21.84088373728941
2310,65464,31486,71,44,97,1,1,22.352462301678298
2320,66314,31541,71,47,97,1,1,20.05159754672203
2330,67573,32173,72,43,97,1,1,21.207200134854965
2340,66629,32427,71,45,97,1,1,21.81853218105447
2350,67939,32712,71,50,97,1,1,17.708874204907357
2360,68216,32938,66,42,97,1,1,24.422951764823956
2370,67515,32617,71,50,97,1,1,24.46776622553904
2380,80356,38496,74,44,97,1,1,19.167735004439386
2390,98406,47901,78,40,97,1,1,14.484810944722371
2400,86452,41519,74,32,97,1,1,22.323693892759472
2410,91199,44038,75,51,97,1,1,24.02194227038623
2420,86442,41689,74,51,97,1,1,25.895666804277663
2430,65813,31855,66,55,97,1,1,20.17730674694674
2440,101064,48225,77,37,97,1,1,25.56314397357061
2450,67435,32679,68,38,97,1,1,21.565543131908004
2460,68964,33259,69,40,97,1,1,23.13787810413097
2470,70801,33957,69,54,97,1,1,23.96953279175248
2480,74969,35863,70,52,97,1,1,20.8278142810733
2490,82186,39020,71,36,97,1,1,23.922213829192227
2500,68260,32090,67,41,97,1,1,21.196163612263305
2510,95321,45864,73,43,97,1,1,24.852257994703226
2520,88737,42446,71,36,97,1,1,16.105210133965322
2530,98620,47065,74,49,97,1,1,21.424096877446527
2540,83518,39759,70,51,97,1,1,23.56857051873176
2550,81915,39603,69,30,97,1,1,23.525173159146206
2560,85344,41412,70,51,97,1,1,16.911241587433345
2570,95289,45386,71,60,97,1,1,26.711970158073036
2580,98502,46837,72,43,97,1,1,22.026008736908157
2590,100429,48142,72,42,97,1,1,20.369293406128342
2600,95285,45687,71,39,97,1,1,21.647273184948418
2610,91486,44289,70,45,97,1,1,18.790905039319465
2620,88746,42127,69,42,97,1,1,16.685119883546953
2630,99884,48023,71,29,97,1,1,20.746392277384118
2640,99343,47626,70,34,97,1,1,23.215783546002235
2650,103626,49091,72,40,97,1,1,21.46161700989831
2660,95646,45941,69,55,97,1,1,18.296370655258087
2670,102673,49111,71,55,97,1,1,21.193941268308997
2680,96306,46378,69,55,97,1,1,25.00174727207492
2690,101811,48916,73,39,97,1,1,19.931759260848064
2700,100197,48211,73,46,97,1,1,29.761522723936245
2710,102114,48877,70,52,97,1,1,17.92862578986251
2720,103533,49858,71,38,97,1,1,22.306109176177415
2730,103715,50071,71,48,97,1,1,19.09315291208992
2740,100308,47888,72,45,97,1,1,19.075584523316326
2750,96056,46287,73,50,97,1,1,18.822896176715908
2760,99709,48161,72,41,97,1,1,21.68461818895609
2770,104091,50589,69,49,97,1,1,23.063068775597518
2780,99332,47722,71,59,97,1,1,22.223105736806144
2790,94355,45018,72,48,97,1,1,26.79588447543067
2800,99832,47387,71,48,97,1,1,24.85252048547202
2810,79052,38033,75,43,97,1,1,19.789138937618546
2820,101457,48446,70,37,97,1,1,26.63566088863859
2830,103017,49897,68,48,97,1,1,20.156599537378682
2840,95507,46071,71,58,97,1,1,20.301099100886542
2850,93689,45274,71,65,97,1,1,19.060879643078927
2860,82551,39032,73,42,97,1,1,27.101240902303463
2870,67864,32577,75,44,97,1,1,23.584182887392245
2880,92600,44146,70,41,97,1,1,22.30944723637709
2890,86403,40928,71,48,97,1,1,23.654224106087884
2900,66719,32130,75,53,97,1,1,17.182909432133975
2910,82184,39827,72,45,97,1,1,25.349580478678067
2920,86255,41473,71,42,97,1,1,22.232406177413313
2930,84610,41263,71,55,97,1,1,20.280170200511613
2940,76366,36683,72,47,97,1,1,19.112028652805286
2950,81367,39070,71,44,97,1,1,21.670819472106118
2960,64534,30690,75,50,97,1,1,22.666725223129685
2970,75375,35852,71,46,97,1,1,21.87513087190009
2980,78315,37540,71,49,97,1,1,25.107004616392956
2990,70726,34032,72,30,97,1,1,22.231736934723244
3000,82583,39734,70,56,97,1,1,17.27224897172011
3010,87417,42373,68,43,97,1,1,26.359538115399666
3020,78049,37050,70,43,97,1,1,26.5310985174165
3030,69263,33148,76,42,97,1,1,22.98338264665545
3040,66388,32183,75,46,97,1,1,22.558220244097527
3050,69954,33412,71,43,97,1,1,19.23826558115824
3060,65451,31097,72,44,97,1,1,20.239105281319578
3070,64473,30809,72,49,97,1,1,21.622992509485837
3080,80231,38611,68,31,97,1,1,19.203246099010453
3090,67808,32485,70,42,97,1,1,14.563652613803136
3100,78080,36678,76,25,97,1,1,24.080050708611076
3110,70810,34169,69,35,97,1,1,23.90556343858657
3120,65383,31670,72,40,97,1,1,27.506703285758853
3130,79122,38672,75,44,97,1,1,24.245316497945932
3140,64991,31831,70,50,97,1,1,21.824543544744415
3150,67090,31759,69,37,97,1,1,22.02144253050097
3160,87743,42645,76,41,97,1,1,23.353467977407682
3170,72107,34989,73,34,97,1,1,20.638363863393256
3180,69338,33353,72,50,97,1,1,25.089684316297152
3190,77652,37359,73,31,97,1,1,19.686972602277876
3200,83040,39583,74,51,97,1,1,17.84477099952827
3210,67763,33427,71,39,97,1,1,21.602935293429372
3220,66758,31495,71,37,97,1,1,20.582726698654543
3230,64382,30849,68,45,97,1,1,21.823042015950865
3240,69975,34158,71,36,97,1,1,26.50795640493824
3250,73575,35229,71,60,97,1,1,16.376879935400673
3260,71934,34818,71,51,97,1,1,28.231437569627477
3270,93772,45078,74,44,97,1,1,23.768113986252292
3280,70703,34086,70,42,97,1,1,21.22035204059179
3290,103572,49986,76,44,97,1,1,17.68982828614671
3300,103799,49582,77,50,97,1,1,22.09903879026124
3310,66262,31710,69,34,97,1,1,15.406337693823618
3320,95831,46343,73,30,97,1,1,21.28178983435163
3330,96665,45916,73,36,97,1,1,23.315158273720463
3340,64376,30651,67,40,97,1,1,19.07743531592168
3350,101106,48516,76,36,97,1,1,23.155822163900236
3360,95273,45212,72,55,97,1,1,23.642256053117553
3370,96313,46501,72,37,97,1,1,16.69598546628366
3380,79329,38114,70,57,97,1,1,20.968502425063193
3390,77650,37158,69,38,97,1,1,22.423942950047113
3400,83582,40566,70,37,97,1,1,21.842936195676995
3410,102687,49534,73,46,97,1,1,22.002180329228885
3420,103587,49602,74,46,97,1,1,21.190899436754215
3430,97995,47599,71,33,97,1,1,21.15549228411806
3440,85332,40677,69,43,97,1,1,22.354115489909745
3450,100725,48103,72,47,97,1,1,21.624359965196515
3460,97659,46637,71,52,97,1,1,22.309307856255327
3470,90637,43270,69,60,97,1,1,20.081463571603024
3480,84939,41210,77,56,97,1,1,24.76749130703486
3490,94470,44732,75,41,97,1,1,17.389636686778445
3500,91188,43975,75,45,97,1,1,27.013401979922797
3510,102047,48682,71,47,97,1,1,23.007765035988193
3520,93560,44781,69,49,97,1,1,20.20755630008533
3530,82918,40144,76,27,97,1,1,24.60315305988268
3540,102229,49162,72,47,97,1,1,21.77780555516213
3550,103558,50041,70,42,97,1,1,26.37694548491664
3560,90240,43209,67,36,97,1,1,23.131084184102104
3570,93511,44927,68,55,97,1,1,21.20065559970756
3580,89124,42928,74,44,97,1,1,19.31579296889637
3590,77955,37230,75,53,97,1,1,22.149875288882708
3600,94124,45083,73,51,97,1,1,24.784792060871506
3610,72195,34852,76,35,97,1,1,24.103573980540798
3620,78567,37144,75,45,97,1,1,22.181923857345698
3630,103670,50034,69,42,97,1,1,25.66421420653573
3640,94337,45154,72,53,97,1,1,24.59586033478242
3650,88349,42635,72,49,97,1,1,20.57131712668795
3660,68304,32714,75,42,97,1,1,22.544994677461055
3670,101479,49184,67,52,97,1,1,19.777093856040356
3680,76645,37001,74,45,97,1,1,21.084209767744557
3690,102923,49795,68,41,97,1,1,21.52805724508828
3700,83891,39739,72,40,97,1,1,26.039684379484807
3710,64537,30742,76,53,97,1,1,24.54775140558391
3720,91277,43721,71,46,97,1,1,27.492320359667723
3730,94387,46057,70,56,97,1,1,21.96505893101441
3740,79144,38001,72,38,97,1,1,21.329067456460603
3750,81846,38713,72,47,97,1,1,22.579164196960026
3760,70897,33960,77,44,97,1,1,18.80289483147004
3770,87814,42629,70,45,97,1,1,17.348482396713862
3780,67417,32326,73,43,97,1,1,20.972351748261666
3790,96423,46411,69,43,97,1,1,24.163528345260737
3800,89425,42972,69,46,97,1,1,21.336165201951165
3810,65226,31606,74,33,97,1,1,19.807987421825057
3820,75511,36468,71,41,97,1,1,22.117601678289578
3830,79504,38631,70,35,97,1,1,21.5714487028229
3840,66619,31725,75,43,97,1,1,21.321949657947
3850,65868,31356,73,46,97,1,1,22.287213979250236
3860,67862,33050,72,48,97,1,1,24.876775299539506
3870,69284,33079,74,39,97,1,1,16.369566268085634
3880,65967,31631,74,45,97,1,1,19.960777445827706
3890,92746,44310,68,43,97,1,1,21.51768654214753
3900,66314,31438,73,41,97,1,1,20.38429671165183
3910,65328,31227,72,46,97,1,1,21.382971965857834
3920,86049,41810,68,49,97,1,1,23.41507773153736
3930,69658,33654,73,49,97,1,1,24.082560131766364
3940,95416,45549,77,44,97,1,1,20.94463999113547
3950,75523,35765,69,40,97,1,1,26.23079226943912
3960,66136,31289,72,42,97,1,1,22.294656431541522
3970,76814,36862,74,44,97,1,1,19.847899804231435
3980,67906,32525,72,50,97,1,1,21.25554892958203
3990,101150,48453,65,50,97,1,1,21.83785275454519
4000,66956,31945,69,43,97,1,1,19.638302279130805
4010,67017,32452,69,50,97,1,1,22.38776523410432
4020,99327,47653,64,59,97,1,1,17.967792442568367
4030,67365,32515,69,57,97,1,1,25.841500881615808
4040,79395,37674,73,37,97,1,1,20.581661968787742
4050,78286,37273,72,40,97,1,1,27.263237744531907
4060,65598,31544,69,52,97,1,1,20.916567319475885
4070,68190,32764,71,44,97,1,1,19.980983555344917
4080,77094,37074,72,47,97,1,1,20.43094571435485
4090,71736,34237,71,51,97,1,1,17.895599770102685
4100,81778,39192,72,38,97,1,1,20.034751387778783
4110,97701,46557,74,51,97,1,1,24.76147111343775
4120,75924,36688,71,45,97,1,1,20.60380208634196
4130,68091,32840,69,42,97,1,1,28.967396851661825
4140,84810,40110,72,50,97,1,1,18.991356213907142
4150,66569,31718,68,38,97,1,1,24.147465349941058
4160,97009,46582,73,48,97,1,1,27.052213790596156
4170,97104,46370,73,53,97,1,1,22.132068460892313
4180,66136,31420,67,51,97,1,1,19.66974418652171
4190,102995,49635,73,54,97,1,1,15.547949450134533
4200,66532,31907,68,45,97,1,1,15.742413012414495
4210,91341,44116,71,50,97,1,1,22.54033167920531
4220,103982,50061,74,53,97,1,1,19.778721865233408
4230,98183,46476,72,46,97,1,1,23.268159724706756
4240,67587,32658,67,53,97,1,1,15.4516930012093
4250,84867,40698,70,54,97,1,1,22.69533996984877
4260,100977,48416,72,56,97,1,1,21.631543626430574
4270,66319,31189,66,37,97,1,1,26.222230777758146
4280,81238,38709,69,48,97,1,1,24.425534723405576
4290,98190,46572,75,40,97,1,1,18.175697041594155
4300,102994,49089,74,49,97,1,1,17.378144644537855
4310,105025,50530,72,48,97,1,1,24.774225734013406
4320,95533,46046,74,41,97,1,1,21.177615435375085
4330,99629,48010,70,49,97,1,1,16.170738300994643
4340,101158,48563,70,39,97,1,1,21.73090754582792
4350,84604,40084,68,27,97,1,1,23.114736377862258
4360,106153,51200,72,31,97,1,1,22.00494821891716
4370,103887,50435,72,41,97,1,1,22.628852783092167
4380,93778,45005,69,49,97,1,1,18.604845670628208
4390,104495,49959,70,64,97,1,1,21.02375606919887
4400,72949,35159,76,35,97,1,1,23.93748568141052
4410,88589,42493,67,34,97,1,1,24.69675006346095
4420,103496,49268,70,36,97,1,1,20.856018329082968
4430,103540,49924,69,41,97,1,1,24.53794749486672
4440,104239,50183,70,38,97,1,1,20.696043335623656
4450,89930,43030,73,57,97,1,1,19.510481403887106
4460,90455,43469,67,44,97,1,1,18.56953447039753
4470,96872,46438,68,50,97,1,1,22.375044949203456
4480,73585,35003,74,54,97,1,1,25.99024065826532
4490,87766,41927,73,46,97,1,1,18.505909774384264
4500,104232,50090,68,40,97,1,1,25.444230370822268
4510,105425,50720,70,42,97,1,1,18.256389457381587
4520,90837,44006,66,38,97,1,1,19.601814513590575
4530,81372,38719,73,59,97,1,1,25.737599912807543
4540,104301,50236,69,54,97,1,1,15.325017000754318
4550,72981,34892,77,52,97,1,1,22.316512511319253
4560,99802,48451,70,47,97,1,1,19.724297284735542
4570,76855,36984,73,49,97,1,1,24.314084530233362
4580,103062,49170,69,49,97,1,1,26.61047034663211
4590,67695,32175,74,50,97,1,1,18.705280896856337
4600,101326,48751,69,37,97,1,1,20.298976945805276
4610,95818,46102,70,46,97,1,1,19.182399899080984
4620,66698,31386,74,50,97,1,1,25.389421949231643
4630,67374,32417,74,42,97,1,1,15.526060796863003
4640,67397,32396,73,44,97,1,1,15.576538101446442
4650,82403,39255,71,49,97,1,1,20.265905565476487
4660,66853,32499,73,33,97,1,1,27.02374531491462
4670,77909,37156,71,52,97,1,1,21.263843442200212
4680,67022,32421,73,42,97,1,1,23.857616141529558
4690,76049,36631,71,45,97,1,1,21.569200440272894
4700,101029,48975,68,40,97,1,1,16.758838610414465
4710,66403,31593,73,35,97,1,1,20.516236736266407
4720,75816,36298,70,48,97,1,1,20.39815205174049
4730,84302,40460,69,54,97,1,1,20.253816747675607
4740,76752,36219,70,36,97,1,1,18.459470810878994
4750,68253,32614,73,53,97,1,1,17.824068755174768
4760,70896,34082,70,48,97,1,1,14.911266542805018
4770,68193,32840,71,48,97,1,1,18.30360085703364
4780,105478,50593,65,44,97,1,1,24.44814967645233
4790,67327,32642,72,48,97,1,1,19.12997667844609
4800,78963,37825,74,38,97,1,1,25.856341941789474
4810,104167,50359,66,45,97,1,1,21.18647043820981
4820,67996,32947,71,42,97,1,1,16.161236552843814
4830,68586,32809,72,45,97,1,1,18.3684436054322
4840,71897,34702,69,56,97,1,1,25.35652583043774
4850,81669,39279,73,49,97,1,1,17.386113413347378
4860,87731,42758,67,49,97,1,1,27.217281884901904
4870,73908,35502,68,46,97,1,1,22.323971994182926
4880,68388,32805,71,34,97,1,1,27.399962436726863
4890,72327,34941,71,49,97,1,1,20.976629178446142
4900,71009,34316,71,38,97,1,1,21.489905724211024
4910,92046,43923,73,58,97,1,1,15.358647341438084
4920,82194,40583,72,46,97,1,1,21.3769636167058
4930,67575,31903,70,47,97,1,1,22.2347299107506
4940,105462,50927,75,38,97,1,1,22.08271078622979
4950,76264,36716,67,40,97,1,1,18.998277994835565
4960,81439,39012,66,39,97,1,1,31.52800578732534
4970,68055,32543,69,36,97,1,1,18.302780694357736
4980,79203,38200,71,52,97,1,1,16.38322602520347
4990,89178,42753,72,49,97,1,1,23.548216714907245
5000,69715,33380,69,37,97,1,1,18.90597083520865
5010,88113,42352,77,51,97,1,1,23.749340783275528
5020,106181,50677,74,44,97,1,1,28.1621044540546
5030,75484,36234,70,37,97,1,1,21.204776062170613
5040,73917,34984,66,50,97,1,1,24.990580553906867
5050,74176,35556,69,42,97,1,1,23.08502736357399
5060,90382,43460,71,44,97,1,1,21.31831617205503
5070,105498,50590,73,55,97,1,1,21.68911750494978
5080,105205,50345,73,41,97,1,1,24.526425375401253
5090,76698,37002,69,50,97,1,1,21.28896470485771
5100,90713,43900,70,46,97,1,1,19.716646900937064
5110,95594,46127,71,45,97,1,1,18.99399088437433
5120,103573,49781,73,61,97,1,1,21.893027107672395
5130,85967,40652,75,41,97,1,1,19.053641347305053
5140,97108,46934,70,45,97,1,1,23.008611502834288
5150,104252,50702,73,36,97,1,1,25.852886779371065
5160,91832,43536,70,43,97,1,1,21.97051269356004
5170,80516,38319,68,65,97,1,1,23.321823590925746
5180,78132,37225,68,31,97,1,1,18.650994538665522
